Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Word frequency,Is Single Syllable,Concreteness,Letter frequency,Is Repeated
44753.0,387.0,madam,40545.0,3430.0,0.0,3.0,13.0,35.0,34.0,14.0,2.0,7.3336720000000015e-06,False,3.77,0.05100000000000001,True
44751.0,385.0,stead,47094.0,3933.0,1.0,6.0,20.0,27.0,28.0,16.0,3.0,2.429294e-06,True,2.76,0.08180000000000001,False
44750.0,384.0,voice,42806.0,3484.0,1.0,5.0,24.0,35.0,25.0,9.0,1.0,0.00020778960000000001,True,4.13,0.06255999999999999,False
44748.0,382.0,fluff,47344.0,4049.0,0.0,0.0,4.0,25.0,44.0,23.0,4.0,8.636338e-07,True,3.8,0.026799999999999997,True
44747.0,381.0,field,44578.0,3604.0,1.0,6.0,25.0,36.0,23.0,9.0,1.0,0.0001579354,True,4.26,0.061,False
44746.0,380.0,sever,42645.0,3591.0,0.0,2.0,13.0,27.0,29.0,21.0,7.0,1.224274e-06,False,4.0,0.07855999999999999,True
44745.0,379.0,lilac,40486.0,3461.0,0.0,2.0,17.0,38.0,29.0,12.0,1.0,1.204662e-06,False,4.69,0.05200000000000001,True
44742.0,376.0,hutch,44212.0,3758.0,0.0,1.0,12.0,28.0,28.0,21.0,9.0,5.893736e-07,True,4.31,0.0538,True
44741.0,375.0,gawky,45645.0,3957.0,0.0,1.0,5.0,22.0,33.0,28.0,10.0,1.547874e-07,False,2.46,0.03074,False
44739.0,373.0,retro,47986.0,3848.0,0.0,6.0,24.0,35.0,24.0,9.0,1.0,1.0860886000000002e-06,False,2.21,0.08320000000000001,True
44738.0,372.0,rusty,50450.0,3954.0,0.0,9.0,37.0,34.0,13.0,5.0,1.0,4.389946e-06,False,3.9,0.0524,False
44737.0,371.0,beady,46089.0,3670.0,0.0,3.0,19.0,39.0,29.0,10.0,1.0,5.599028e-07,False,3.46,0.05800000000000001,False
44735.0,369.0,brink,53111.0,4118.0,0.0,4.0,22.0,41.0,24.0,7.0,1.0,3.4653339999999998e-06,True,2.48,0.04394000000000001,False
44734.0,368.0,awful,47645.0,3861.0,0.0,5.0,21.0,33.0,27.0,12.0,2.0,1.57734e-05,False,1.92,0.0392,False
44733.0,367.0,gloat,53342.0,4194.0,0.0,8.0,21.0,31.0,26.0,12.0,2.0,3.8842839999999996e-07,True,2.3,0.06160000000000001,False
44732.0,366.0,input,50484.0,3950.0,0.0,5.0,30.0,38.0,21.0,6.0,1.0,4.182678e-05,False,2.5,0.05500000000000001,False
44731.0,365.0,loser,55359.0,4399.0,1.0,10.0,28.0,32.0,19.0,8.0,2.0,2.284684e-06,False,2.35,0.0736,False
44729.0,363.0,blown,54665.0,4251.0,0.0,6.0,23.0,35.0,26.0,10.0,1.0,9.05491e-06,True,2.88,0.0442,False
44728.0,362.0,apron,53430.0,4112.0,0.0,7.0,30.0,38.0,19.0,5.0,1.0,4.063688e-06,False,4.87,0.0606,False
44726.0,360.0,atone,59968.0,4762.0,2.0,16.0,34.0,29.0,14.0,4.0,1.0,8.432026000000001e-07,False,1.88,0.089,False
44725.0,359.0,donor,53802.0,4142.0,0.0,3.0,27.0,38.0,23.0,7.0,1.0,9.929212e-06,False,3.54,0.064,True
44724.0,358.0,float,56684.0,4323.0,1.0,12.0,30.0,32.0,18.0,6.0,1.0,6.6234940000000005e-06,True,4.07,0.06200000000000001,False
44723.0,357.0,goose,51958.0,4087.0,0.0,2.0,12.0,28.0,32.0,21.0,5.0,4.836776e-06,True,4.81,0.0726,True
44722.0,356.0,piety,55376.0,4324.0,0.0,4.0,25.0,41.0,22.0,7.0,1.0,4.73588e-06,False,1.56,0.06600000000000002,False
44721.0,355.0,girth,60020.0,4665.0,0.0,6.0,23.0,33.0,23.0,12.0,3.0,9.838357999999999e-07,True,3.48,0.06040000000000001,False
44720.0,354.0,trait,61026.0,4607.0,0.0,6.0,22.0,35.0,24.0,11.0,2.0,7.849066000000001e-06,True,2.72,0.07880000000000001,True
44719.0,353.0,flood,58991.0,4440.0,0.0,3.0,20.0,40.0,28.0,8.0,1.0,1.558304e-05,True,4.62,0.051000000000000004,True
44718.0,352.0,gloom,58478.0,4548.0,0.0,2.0,14.0,35.0,35.0,13.0,1.0,5.415357999999999e-06,True,1.86,0.0468,True
44717.0,351.0,depth,56738.0,4329.0,0.0,6.0,28.0,39.0,20.0,6.0,1.0,3.550968e-05,True,3.11,0.0688,False
44716.0,350.0,froth,58263.0,4432.0,0.0,5.0,22.0,35.0,25.0,11.0,1.0,8.509482000000001e-07,True,4.14,0.06179999999999999,False
44715.0,349.0,peach,65431.0,4957.0,1.0,13.0,38.0,32.0,13.0,3.0,0.0,3.4054499999999997e-06,True,4.9,0.064,False
44714.0,348.0,showy,61278.0,4770.0,0.0,2.0,16.0,37.0,30.0,13.0,2.0,7.52857e-07,False,2.43,0.0486,False
44713.0,347.0,creak,63241.0,4797.0,0.0,5.0,21.0,32.0,25.0,14.0,3.0,1.391816e-06,True,3.61,0.06154,False
44712.0,346.0,manor,62768.0,4802.0,0.0,6.0,27.0,34.0,21.0,10.0,2.0,4.895122e-06,False,4.7,0.0616,False
44710.0,344.0,bayou,56839.0,4435.0,0.0,6.0,17.0,33.0,29.0,13.0,2.0,8.809508e-07,False,4.54,0.044,False
44709.0,343.0,crept,60069.0,4562.0,0.0,4.0,27.0,38.0,22.0,7.0,1.0,7.827064e-06,True,2.93,0.06559999999999999,False
44708.0,342.0,tiara,63846.0,4842.0,0.0,8.0,36.0,33.0,17.0,6.0,1.0,6.193882e-07,False,4.89,0.077,True
44707.0,341.0,asset,63188.0,4733.0,0.0,7.0,28.0,34.0,21.0,8.0,1.0,2.15204e-05,False,2.92,0.08580000000000002,True
44706.0,340.0,vouch,62723.0,4835.0,0.0,2.0,9.0,25.0,33.0,24.0,6.0,6.864891999999999e-07,True,2.39,0.04036,False
44705.0,339.0,album,63380.0,4809.0,0.0,5.0,26.0,35.0,24.0,9.0,1.0,8.152288e-06,False,4.69,0.0378,False
44704.0,338.0,hinge,66431.0,4906.0,0.0,5.0,25.0,37.0,22.0,9.0,2.0,2.0653359999999997e-06,True,4.57,0.0696,False
44703.0,337.0,money,67909.0,4928.0,1.0,7.0,26.0,36.0,21.0,8.0,1.0,0.0001813774,False,4.54,0.0632,False
44702.0,336.0,scrap,66814.0,4973.0,1.0,9.0,28.0,34.0,20.0,8.0,1.0,4.415172e-06,True,4.15,0.0504,False
44701.0,335.0,gamer,69884.0,5238.0,1.0,4.0,17.0,28.0,26.0,18.0,6.0,4.4044639999999997e-07,False,4.0,0.0632,False
44700.0,334.0,glass,70920.0,5162.0,0.0,4.0,19.0,33.0,27.0,14.0,3.0,7.880316e-05,True,4.82,0.0536,True
44699.0,333.0,scour,73933.0,5544.0,0.0,8.0,34.0,35.0,17.0,5.0,1.0,8.942193999999999e-07,False,3.42,0.0508,False
44698.0,332.0,being,70722.0,5142.0,0.0,4.0,22.0,37.0,26.0,10.0,1.0,0.0006041744,False,1.93,0.06040000000000001,False
44697.0,331.0,delve,68349.0,5179.0,0.0,2.0,14.0,32.0,33.0,16.0,2.0,1.439982e-06,True,2.32,0.07056,True
44696.0,330.0,yield,67115.0,4963.0,0.0,4.0,16.0,29.0,29.0,18.0,4.0,2.821524e-05,True,2.93,0.0606,False
44695.0,329.0,metal,73225.0,5290.0,1.0,10.0,31.0,34.0,18.0,7.0,1.0,5.202783999999999e-05,False,4.87,0.07339999999999999,False
44694.0,328.0,tipsy,77585.0,5522.0,0.0,6.0,33.0,38.0,17.0,5.0,1.0,7.881790000000001e-07,False,2.35,0.0526,False
44693.0,327.0,slung,75673.0,5419.0,0.0,2.0,16.0,37.0,31.0,13.0,2.0,2.885554e-06,True,2.92,0.0436,False
44692.0,326.0,farce,79446.0,5688.0,0.0,9.0,26.0,32.0,21.0,9.0,1.0,1.52324e-06,True,2.32,0.0644,False
44691.0,325.0,gecko,74412.0,5489.0,0.0,2.0,16.0,38.0,29.0,12.0,2.0,3.33516e-07,False,4.76,0.05214,False
44690.0,324.0,shine,88932.0,6146.0,1.0,14.0,32.0,30.0,17.0,6.0,1.0,7.714616000000001e-06,True,3.85,0.0782,False
44688.0,322.0,midst,74458.0,5233.0,0.0,3.0,25.0,39.0,24.0,9.0,1.0,1.67161e-05,True,2.33,0.05820000000000001,False
44687.0,321.0,badge,76292.0,5482.0,0.0,4.0,20.0,35.0,26.0,12.0,2.0,3.925914e-06,True,4.93,0.05800000000000001,False
44685.0,319.0,train,107750.0,7243.0,6.0,26.0,32.0,22.0,10.0,3.0,0.0,4.924028e-05,True,4.79,0.074,False
44684.0,318.0,hairy,85817.0,5941.0,1.0,8.0,24.0,33.0,23.0,10.0,1.0,3.1570540000000002e-06,False,4.48,0.058600000000000006,False
44683.0,317.0,story,95643.0,6530.0,1.0,10.0,23.0,29.0,24.0,11.0,2.0,0.0001636616,False,3.3,0.0618,False
44682.0,316.0,forgo,77658.0,5699.0,0.0,1.0,9.0,26.0,37.0,23.0,3.0,9.424737999999999e-07,False,1.68,0.0504,True
44681.0,315.0,larva,77991.0,5749.0,0.0,2.0,10.0,25.0,35.0,23.0,4.0,9.263142000000001e-07,False,4.52,0.054759999999999996,True
44680.0,314.0,trash,106652.0,7001.0,2.0,19.0,34.0,27.0,13.0,4.0,1.0,6.82154e-06,True,4.7,0.07139999999999999,False
44678.0,312.0,shown,98967.0,6564.0,0.0,6.0,26.0,36.0,22.0,8.0,1.0,0.00013309480000000003,True,2.78,0.05800000000000001,False
44677.0,311.0,heist,103153.0,6830.0,1.0,13.0,32.0,31.0,16.0,6.0,1.0,4.181572e-07,True,3.3,0.083,False
44676.0,310.0,askew,91548.0,6549.0,0.0,3.0,13.0,29.0,32.0,19.0,4.0,8.697334e-07,False,3.04,0.06134000000000002,False
44675.0,309.0,inert,97452.0,6743.0,0.0,7.0,27.0,34.0,22.0,9.0,1.0,2.840616e-06,False,2.5,0.08360000000000001,False
44674.0,308.0,olive,95562.0,6482.0,1.0,6.0,25.0,34.0,23.0,10.0,1.0,1.582624e-05,False,4.9,0.06495999999999999,False
44673.0,307.0,plant,119232.0,7731.0,2.0,19.0,39.0,28.0,10.0,3.0,0.0,6.700368e-05,True,4.76,0.059800000000000006,False
44672.0,306.0,oxide,97955.0,6960.0,0.0,2.0,11.0,30.0,33.0,21.0,4.0,1.1343413999999999e-05,False,3.87,0.0639,False
44671.0,305.0,cargo,102007.0,6796.0,0.0,5.0,20.0,34.0,27.0,12.0,2.0,9.42218e-06,False,4.62,0.05299999999999999,False
44670.0,304.0,foyer,108899.0,8198.0,0.0,2.0,10.0,19.0,19.0,23.0,26.0,2.9088979999999997e-06,False,4.52,0.061399999999999996,False
44669.0,303.0,flair,112383.0,7341.0,1.0,8.0,30.0,36.0,18.0,6.0,1.0,1.428384e-06,True,2.46,0.0548,False
44668.0,302.0,ample,106681.0,7008.0,0.0,4.0,20.0,35.0,27.0,11.0,2.0,6.631154000000001e-06,False,2.5,0.05900000000000001,False
44667.0,301.0,cheek,107987.0,7035.0,0.0,3.0,19.0,40.0,28.0,9.0,1.0,2.5635699999999996e-05,True,4.83,0.07133999999999999,True
44666.0,300.0,shame,129991.0,8522.0,1.0,11.0,22.0,25.0,21.0,15.0,5.0,2.4099940000000002e-05,True,2.24,0.072,False
44665.0,299.0,mince,113448.0,7356.0,0.0,6.0,24.0,35.0,24.0,10.0,1.0,8.868963999999999e-07,True,4.0,0.0638,False
44664.0,298.0,chunk,123255.0,7835.0,1.0,4.0,29.0,42.0,18.0,5.0,1.0,2.9450000000000006e-06,True,3.86,0.03834,False
44663.0,297.0,royal,114907.0,7275.0,1.0,5.0,24.0,36.0,23.0,9.0,1.0,5.1411060000000004e-05,False,3.14,0.05539999999999999,False
44662.0,296.0,squad,109828.0,7236.0,0.0,3.0,20.0,33.0,27.0,14.0,2.0,6.1114920000000005e-06,True,3.65,0.04339,False
44661.0,295.0,black,126241.0,7894.0,1.0,10.0,31.0,34.0,18.0,6.0,1.0,0.0002237494,True,3.76,0.03454,False
44660.0,294.0,stair,134210.0,8537.0,2.0,21.0,36.0,26.0,11.0,4.0,1.0,2.49955e-06,True,4.93,0.0732,False
44659.0,293.0,scare,141158.0,9010.0,1.0,12.0,23.0,26.0,21.0,13.0,4.0,5.667022e-06,True,2.96,0.0726,False
44657.0,291.0,comma,117856.0,7560.0,0.0,2.0,13.0,33.0,33.0,17.0,3.0,1.7219239999999998e-06,False,4.65,0.046599999999999996,True
44656.0,290.0,natal,121356.0,7702.0,0.0,2.0,14.0,32.0,32.0,17.0,3.0,2.152084e-06,False,2.52,0.07239999999999999,True
44655.0,289.0,shawl,129651.0,7943.0,0.0,3.0,16.0,31.0,30.0,16.0,3.0,2.60439e-06,True,5.0,0.054000000000000006,False
44652.0,286.0,snout,144648.0,8913.0,1.0,4.0,19.0,27.0,26.0,18.0,5.0,1.413942e-06,True,4.89,0.0648,False
44651.0,285.0,lowly,135219.0,8469.0,0.0,2.0,9.0,26.0,32.0,24.0,8.0,2.2410780000000003e-06,False,1.71,0.039799999999999995,True
44650.0,284.0,stove,158139.0,9318.0,0.0,5.0,16.0,24.0,27.0,21.0,6.0,7.315317999999999e-06,True,4.96,0.07376,False
44649.0,283.0,shall,149070.0,8494.0,0.0,3.0,17.0,30.0,28.0,17.0,4.0,0.00025302040000000004,True,2.33,0.05720000000000001,True
44648.0,282.0,found,173696.0,10613.0,1.0,6.0,17.0,22.0,20.0,21.0,14.0,0.0003934374,True,2.53,0.047,False
44647.0,281.0,nymph,165468.0,9935.0,1.0,2.0,18.0,44.0,26.0,26.0,9.0,1.388424e-06,True,3.58,0.0382,False
44645.0,279.0,depot,150197.0,8562.0,0.0,5.0,29.0,36.0,20.0,7.0,1.0,3.2323900000000003e-06,False,4.14,0.0716,False
44644.0,278.0,chest,169066.0,9318.0,1.0,14.0,35.0,31.0,14.0,5.0,1.0,6.941442e-05,True,4.93,0.0746,False
44643.0,277.0,purge,156785.0,8555.0,1.0,4.0,22.0,35.0,26.0,11.0,2.0,2.169016e-06,True,2.88,0.0514,False
44642.0,276.0,slosh,160161.0,8807.0,0.0,2.0,19.0,36.0,27.0,13.0,2.0,1.7377520000000002e-07,True,2.84,0.060399999999999995,True
44641.0,275.0,their,173636.0,9200.0,2.0,14.0,36.0,30.0,13.0,4.0,0.0,0.002028576,True,3.34,0.0824,False
44640.0,274.0,renew,154987.0,8417.0,0.0,4.0,20.0,33.0,27.0,13.0,2.0,3.71405e-06,False,2.07,0.08220000000000001,True
44639.0,273.0,allow,156311.0,8515.0,0.0,5.0,21.0,32.0,26.0,14.0,3.0,8.98091e-05,False,2.41,0.0522,True
44637.0,271.0,movie,169071.0,8847.0,1.0,5.0,18.0,30.0,26.0,16.0,3.0,2.525518e-05,False,4.59,0.06176,False
44636.0,270.0,cater,217856.0,11234.0,1.0,7.0,19.0,22.0,19.0,18.0,15.0,1.7490899999999998e-06,False,3.07,0.0782,False
44635.0,269.0,tease,202855.0,10024.0,1.0,16.0,32.0,30.0,16.0,6.0,1.0,3.637382e-06,True,2.59,0.0992,True
44634.0,268.0,smelt,185406.0,9373.0,0.0,5.0,19.0,33.0,28.0,13.0,2.0,1.55889e-06,True,3.93,0.0696,False
44633.0,267.0,focus,179436.0,8937.0,1.0,4.0,23.0,36.0,24.0,10.0,1.0,0.00011842900000000001,False,2.35,0.0432,False
44632.0,266.0,today,192049.0,9353.0,1.0,7.0,29.0,35.0,20.0,7.0,1.0,0.0001486988,False,2.57,0.0622,False
44631.0,265.0,watch,226349.0,12400.0,1.0,6.0,14.0,18.0,17.0,24.0,20.0,7.34427e-05,True,4.61,0.05720000000000001,False
44630.0,264.0,lapse,208884.0,9960.0,0.0,8.0,31.0,34.0,19.0,7.0,1.0,2.905818e-06,True,2.85,0.0668,False
44629.0,263.0,month,201799.0,9435.0,1.0,5.0,26.0,37.0,22.0,8.0,1.0,6.324196e-05,True,4.2,0.0636,False
44628.0,262.0,sweet,207473.0,9767.0,1.0,5.0,18.0,31.0,28.0,15.0,2.0,5.17679e-05,True,4.0,0.08759999999999998,True
44627.0,261.0,hoard,218595.0,9823.0,1.0,9.0,30.0,34.0,19.0,7.0,1.0,1.113796e-06,True,3.33,0.06420000000000001,False
44626.0,260.0,cloth,218595.0,9911.0,1.0,8.0,33.0,34.0,17.0,7.0,1.0,1.7212639999999998e-05,True,4.9,0.05900000000000001,False
44625.0,259.0,brine,229895.0,10405.0,1.0,9.0,25.0,29.0,22.0,12.0,3.0,1.660144e-06,True,4.24,0.0684,False
44624.0,258.0,ahead,203730.0,9396.0,1.0,5.0,20.0,35.0,26.0,12.0,2.0,5.2857239999999995e-05,False,3.0,0.0796,True
44623.0,257.0,mourn,240018.0,10465.0,1.0,8.0,29.0,34.0,19.0,8.0,1.0,2.559808e-06,True,2.33,0.0508,False
44622.0,256.0,nasty,257304.0,10813.0,1.0,7.0,26.0,31.0,21.0,11.0,2.0,6.77708e-06,False,2.37,0.06460000000000002,False
44621.0,255.0,rupee,240137.0,10577.0,1.0,2.0,17.0,35.0,30.0,13.0,2.0,5.229967999999999e-07,False,4.68,0.07339999999999999,True
44620.0,254.0,choke,251094.0,10521.0,1.0,8.0,30.0,36.0,18.0,6.0,1.0,2.8815640000000004e-06,True,3.97,0.06033999999999999,False
44619.0,253.0,chant,250413.0,10438.0,1.0,9.0,33.0,33.0,16.0,7.0,1.0,3.126336e-06,True,4.0,0.0658,False
44618.0,252.0,spill,248363.0,10087.0,1.0,5.0,26.0,34.0,22.0,10.0,2.0,5.054578e-06,True,4.07,0.04640000000000001,True
44617.0,251.0,vivid,255907.0,11687.0,1.0,2.0,10.0,29.0,33.0,21.0,4.0,8.11974e-06,False,2.04,0.04052,True
44616.0,250.0,bloke,250674.0,10405.0,1.0,6.0,21.0,32.0,25.0,12.0,2.0,1.563362e-06,True,3.89,0.05354000000000001,False
44614.0,248.0,thorn,306356.0,11814.0,1.0,14.0,38.0,30.0,12.0,4.0,0.0,3.4461520000000005e-06,True,5.0,0.0708,False
44613.0,247.0,other,278731.0,10887.0,1.0,9.0,26.0,30.0,21.0,10.0,2.0,0.0012753340000000001,False,2.04,0.0834,False
44610.0,244.0,dodge,265238.0,10220.0,1.0,3.0,15.0,29.0,27.0,19.0,7.0,3.939022e-06,True,3.69,0.06219999999999999,True
44609.0,243.0,shake,342003.0,12767.0,1.0,6.0,16.0,23.0,24.0,21.0,9.0,2.1732e-05,True,4.07,0.06874,False
44608.0,242.0,caulk,289721.0,10740.0,1.0,4.0,20.0,31.0,26.0,15.0,3.0,1.0872316e-07,True,4.68,0.037140000000000006,False
44607.0,241.0,aroma,287836.0,10343.0,1.0,6.0,25.0,33.0,22.0,11.0,2.0,3.729052e-06,False,3.67,0.0646,True
44606.0,240.0,cynic,261521.0,10343.0,1.0,6.0,25.0,33.0,22.0,11.0,2.0,6.164864e-07,False,2.64,0.0426,True
44605.0,239.0,robin,277471.0,3249.0,1.0,6.0,29.0,34.0,21.0,8.0,1.0,1.075388e-05,False,4.61,0.05740000000000001,False
44604.0,238.0,ultra,269885.0,9310.0,1.0,7.0,23.0,34.0,24.0,10.0,1.0,5.0995940000000005e-06,False,1.55,0.0602,False
44603.0,237.0,ulcer,278826.0,10631.0,1.0,4.0,18.0,30.0,28.0,16.0,3.0,2.7188719999999996e-06,False,4.69,0.05720000000000001,False
44602.0,236.0,pause,304830.0,13480.0,1.0,8.0,26.0,32.0,21.0,10.0,2.0,1.8683760000000003e-05,True,2.38,0.0644,False
44601.0,235.0,humor,305372.0,13846.0,1.0,5.0,22.0,34.0,25.0,11.0,2.0,1.198942e-05,False,2.26,0.0496,False
44600.0,234.0,frame,336236.0,15369.0,1.0,10.0,20.0,24.0,24.0,17.0,3.0,4.214306e-05,True,4.3,0.06359999999999999,False
44599.0,233.0,elder,288228.0,13340.0,1.0,3.0,13.0,24.0,30.0,24.0,5.0,1.4761979999999999e-05,False,3.59,0.0806,True
44598.0,232.0,skill,311018.0,13716.0,1.0,3.0,17.0,33.0,27.0,16.0,3.0,2.8420799999999997e-05,True,2.17,0.04414,True
44597.0,231.0,aloft,319698.0,13708.0,1.0,4.0,22.0,36.0,25.0,11.0,2.0,2.367518e-06,False,2.64,0.062,False
44596.0,230.0,pleat,359679.0,14813.0,1.0,10.0,28.0,31.0,19.0,9.0,2.0,1.287074e-07,True,4.62,0.07239999999999999,False
44595.0,229.0,shard,358176.0,14609.0,1.0,7.0,22.0,28.0,25.0,14.0,4.0,8.570835999999999e-07,True,4.21,0.0618,False
44594.0,228.0,moist,361908.0,14205.0,3.0,13.0,32.0,29.0,16.0,7.0,1.0,5.0797100000000005e-06,True,4.0,0.0646,False
44593.0,227.0,those,351663.0,13606.0,1.0,13.0,34.0,30.0,15.0,6.0,1.0,0.0006227976,True,2.32,0.08399999999999999,False
44592.0,226.0,light,341314.0,13347.0,1.0,10.0,25.0,27.0,19.0,12.0,5.0,0.00023950259999999999,True,4.21,0.056400000000000006,False
44591.0,225.0,wrung,294687.0,11524.0,0.0,2.0,18.0,39.0,27.0,12.0,2.0,1.514482e-06,True,3.3,0.039799999999999995,False
44590.0,224.0,could,313220.0,11592.0,1.0,7.0,29.0,35.0,20.0,8.0,1.0,0.001276894,True,1.34,0.042800000000000005,False
44589.0,223.0,perky,296968.0,11148.0,1.0,4.0,17.0,30.0,27.0,17.0,4.0,5.680768e-07,False,3.07,0.04734,False
44588.0,222.0,mount,331844.0,11451.0,1.0,9.0,29.0,33.0,19.0,7.0,1.0,1.9633919999999996e-05,True,4.0,0.05700000000000001,False
44587.0,221.0,whack,302348.0,10163.0,1.0,4.0,22.0,37.0,24.0,10.0,2.0,1.0250464000000001e-06,True,3.48,0.04054,False
44586.0,220.0,sugar,276404.0,8708.0,1.0,6.0,25.0,34.0,23.0,9.0,1.0,3.672678e-05,False,4.87,0.0506,False
44585.0,219.0,knoll,258038.0,8317.0,1.0,1.0,11.0,29.0,33.0,21.0,4.0,1.0855366e-06,True,4.27,0.04594,True
44584.0,218.0,crimp,269929.0,7630.0,1.0,5.0,28.0,38.0,20.0,7.0,1.0,3.782386e-07,True,4.0,0.0402,False
44583.0,217.0,wince,241489.0,6850.0,1.0,3.0,17.0,33.0,29.0,15.0,3.0,1.387536e-06,True,4.15,0.0638,False
44582.0,216.0,prick,273727.0,7409.0,1.0,8.0,30.0,33.0,19.0,7.0,1.0,2.696754e-06,True,3.91,0.03694000000000001,False
44581.0,215.0,robot,243964.0,6589.0,1.0,8.0,29.0,34.0,20.0,8.0,1.0,1.0292994e-05,False,4.65,0.0632,True
44580.0,214.0,point,280622.0,7094.0,1.0,16.0,37.0,28.0,12.0,4.0,1.0,0.000306212,True,3.39,0.0644,False
44579.0,213.0,proxy,220950.0,6206.0,1.0,2.0,11.0,24.0,31.0,26.0,6.0,4.990537999999999e-06,False,2.07,0.0351,False
44577.0,211.0,solar,209609.0,4955.0,1.0,9.0,32.0,32.0,18.0,7.0,1.0,2.172242e-05,False,4.0,0.064,False
44576.0,210.0,panic,205880.0,4655.0,1.0,9.0,35.0,34.0,16.0,5.0,1.0,1.863406e-05,False,3.04,0.053200000000000004,False
44573.0,207.0,favor,137586.0,3073.0,1.0,4.0,15.0,26.0,29.0,21.0,4.0,2.7414699999999997e-05,False,2.07,0.049760000000000006,False
44572.0,206.0,drink,153880.0,3017.0,1.0,9.0,35.0,34.0,16.0,5.0,1.0,5.647384e-05,True,4.76,0.04954,False
44571.0,205.0,query,107134.0,2242.0,1.0,4.0,16.0,30.0,30.0,17.0,2.0,1.0179494e-05,False,2.89,0.04779,False
44570.0,204.0,gorge,91477.0,1913.0,1.0,3.0,13.0,27.0,30.0,22.0,4.0,2.676004e-06,True,4.15,0.061,True
44569.0,203.0,crank,101503.0,1763.0,1.0,5.0,23.0,31.0,24.0,14.0,2.0,1.5832519999999999e-06,True,4.5,0.04894,False
44568.0,202.0,slump,80630.0,1362.0,1.0,3.0,23.0,39.0,24.0,9.0,1.0,1.3717899999999999e-06,True,3.32,0.0348,False
